Alpaca	15.919980595049
Dolphin	17.6096404744368
Chinese_tree_shrew	7.64385618977472
Tree_shrew	7.64385618977472
Manatee	18.2967011627767
Pig	16.9881520976905
Squirrel	7.08746284125034
Shrew	3.16992500144231
Tasmanian_devil	12.6662240028032
Squirrel_monkey	9.2644426002266
Rat	8.22881869049588
Rhesus_macaque	13.0075529346137
Megabat	9.76818432477693
Flying_fox	9.39253209356866
Orangutan	15.9764522475639
Baboon	14.1357092861044
Chimp	15.4571082958052
Tibetan_antelope	14.9657842846621
Sheep	17.2877123795495
Bushbaby	10.3442959079158
Rabbit	10.813781191217
Aardvark	15.8726748802706
Platypus	10.2877123795494
Killer_whale	21.9279573157718
Walrus	19.9459238623012
Brush_tailed_rat	7.876516946565
Pika	6.64385618977472
Gibbon	12.5507467853832
Microbat	3.32192809488736
Myotis_bat	2.40599235967584
Ferret	9.65999589242998
Opossum	6.71424551766612
Mouse	4.35755200461808
Vole	5.32192809488736
Lemur	6.01792190799726
Golden_hamster	6.71424551766612
Crab_eating_macaque	12.6353780358504
Wallaby	12.6662240028032
Elephant	22.194602975158
Seal	18.6971033156872
Jerboa	5.78135971352466
Human	15.9207947898774
Naked_mole_rat	5.12928301694497
Gorilla	17.0934381977507
Cat	12.4252159032994
Hedgehog	9.55074678538324
Horse	18.194602975158
Brown_bat	4.52356195605701
Elephant_shrew	5.64385618977472
Tenrec	7.49185309632967
Armadillo	12.4252159032994
Chinese_hamster	5.20945336562895
Star_nosed_mole	5.78920757534734
Sloth	12.6096404744368
Green_monkey	12.3303567169579
Chinchilla	9.32755264408124
Rhinoceros	21.0558967043264
Guinea_pig	9.5077946401987
Goat	15.896521622225
Dog	14.7004939048879
Bactrian_camel	18.8575679878804
Marmoset	7.99548451887751
Cow	19.5165310700453
Panda	16.8423012312271 
